Date,Transect_ID,Gentry_Transect_Number,Scientific_Name,Common_Name,DBH,Comments
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.104,
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.463,
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.15,
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.388,
01/08/2023,TECH_S1,2,Rhus_typhina,Staghorn_sumac,0.05,
01/08/2023,TECH_S1,2,Rhus_typhina,Staghorn_sumac,0.056,
01/08/2023,TECH_S1,2,Rhus_typhina,Staghorn_sumac,0.06,
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.083,
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.058,
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.082,
01/08/2023,TECH_S1,2,Populus_deltoides,Eastern_cottonwood,0.092,
01/08/2023,TECH_S1,1,Fraxinus_pennsylvanica,Green_ash,0.073,
01/08/2023,TECH_S1,1,Acer_rubrum,Red_maple,0.2514,Multistemmed
01/08/2023,TECH_S1,1,Acer_rubrum,Red_maple,0.312,
01/08/2023,TECH_S1,1,Acer_rubrum,Red_maple,0.245,
01/08/2023,TECH_L1,1,Rhus_typhina,Staghorn_sumac,0.079,
01/08/2023,TECH_L1,1,NA,Dead_standing,0.063,
01/08/2023,TECH_L1,1,NA,Dead_standing,0.059,
01/08/2023,TECH_L1,1,Populus_deltoides,Eastern_cottonwood,0.273,
01/08/2023,TECH_L1,1,Rhamnus_cathartica,Common_buckthorn,0.068,
01/08/2023,TECH_L1,1,Populus_deltoides,Eastern_cottonwood,0.034,
01/08/2023,TECH_L1,3,NA,Dead_standing,0.113,
01/08/2023,TECH_L1,2,NA,Dead_standing,0.166,
01/08/2023,TECH_L1,2,Ulmus_americana,American_elm,0.247,
01/08/2023,TECH_L1,2,NA,Dead_standing,0.184,
01/08/2023,TECH_L1,2,NA,Dead_standing,0.203,
01/08/2023,TECH_L1,2,Ulmus_americana,American_elm,0.133,
01/08/2023,TECH_L1,2,Ulmus_americana,American_elm,0.257,
01/08/2023,TECH_L1,4,Acer_rubrum,Red_maple,0.169,
01/08/2023,TECH_L1,4,Acer_saccharum,Sugar_maple,0.233,
01/08/2023,TECH_L1,4,American_linden,American_linden,0.246,
01/08/2023,TECH_L1,4,Carpinus_caroliniana,Blue_beech,0.083,
01/08/2023,TECH_L1,4,Fraxinus_pennsylvanica,Green_ash,0.07,
01/08/2023,TECH_L1,4,Acer_rubrum,Red_maple,0.142,
01/08/2023,TECH_L1,4,Tilia_americana,American_linden,0.274,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.065,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.09,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.13,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.069,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.09,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.095,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.189,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.109,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.106,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.074,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.206,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.093,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.165,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.129,
01/08/2023,TECH_S2,4,Populus_tremuloides,Trembling_aspen,0.075,
01/08/2023,TECH_S2,4,Populus_deltoides,Eastern_cottonwood,0.078,
01/08/2023,TECH_S2,3,Fraxinus_pennsylvanica,Green_ash,0.097,
01/08/2023,TECH_S2,3,Salix_discolor,Pussy_willow,0.116,
01/08/2023,TECH_S2,3,Salix_discolor,Pussy_willow,0.093,
01/08/2023,TECH_S2,3,Salix_discolor,Pussy_willow,0.08,
01/08/2023,TECH_S2,3,Salix_discolor,Pussy_willow,0.061,
01/08/2023,TECH_S2,3,NA,Dead_standing,0.05,
01/08/2023,TECH_S2,3,Rhus_typhina,Staghorn_sumac,0.055,
01/08/2023,TECH_S2,3,Rhus_typhina,Staghorn_sumac,0.058,
01/08/2023,TECH_S2,3,NA,Dead_standing,0.056,
01/08/2023,TECH_S2,3,Populus_deltoides,Eastern_cottonwood,0.394,
01/08/2023,TECH_S2,3,Populus_deltoides,Eastern_cottonwood,0.149,
01/08/2023,TECH_S2,3,Populus_deltoides,Eastern_cottonwood,0.141,
01/08/2023,TECH_S2,3,Populus_deltoides,Eastern_cottonwood,0.197,
02/08/2023,TECH_L2,1,Populus_deltoides,Eastern_cottonwood,0.054,
02/08/2023,TECH_L2,1,Populus_deltoides,Eastern_cottonwood,0.12,
02/08/2023,TECH_L2,1,Populus_deltoides,Eastern_cottonwood,0.123,
02/08/2023,TECH_L2,1,Populus_deltoides,Eastern_cottonwood,0.157,
02/08/2023,TECH_L2,1,Populus_deltoides,Eastern_cottonwood,0.085,
02/08/2023,TECH_L2,1,Populus_deltoides,Eastern_cottonwood,0.095,
02/08/2023,TECH_L2,1,Rhamnus_cathartica,Common_buckthorn,0.052,
02/08/2023,TECH_L2,1,Populus_deltoides,Eastern_cottonwood,0.1,
02/08/2023,TECH_L2,1,Fraxinus_pennsylvanica,Green_ash,0.059,
02/08/2023,TECH_L2,2,Rhus_typhina,Staghorn_sumac,0.063,
02/08/2023,TECH_L2,2,Rhus_typhina,Staghorn_sumac,0.063,
02/08/2023,TECH_L2,2,Salix_bebbiana,Bebb_willow,0.056,
02/08/2023,TECH_L2,2,Salix_bebbiana,Bebb_willow,0.051,
02/08/2023,TECH_L2,3,Ulmus_americana,American_elm,0.125,
02/08/2023,TECH_L2,3,Populus_deltoides,Eastern_cottonwood,0.279,
02/08/2023,TECH_L2,3,Populus_deltoides,Eastern_cottonwood,0.177,
02/08/2023,TECH_L2,3,Populus_deltoides,Eastern_cottonwood,0.196,
02/08/2023,TECH_L2,3,Populus_deltoides,Eastern_cottonwood,0.097,
02/08/2023,TECH_L2,3,Populus_deltoides,Eastern_cottonwood,0.07,
02/08/2023,TECH_L2,3,NA,Dead_standing,0.094,
02/08/2023,TECH_L2,4,Rhamnus_cathartica,Common_buckthorn,0.075,
02/08/2023,TECH_L2,4,Rhamnus_cathartica,Common_buckthorn,0.055,
02/08/2023,TECH_L2,4,Rhamnus_cathartica,Common_buckthorn,0.066,
02/08/2023,TECH_L2,4,Rhamnus_cathartica,Common_buckthorn,0.066,
28/07/2023,BDL-L2,1,Ulmus_americana,American_elm,0.198,
28/07/2023,BDL-L2,1,Cornus_alternifolia,Pagoda_dogwood,0.053,
28/07/2023,BDL-L2,1,Acer_saccharinum,Silver_maple,0.204,
28/07/2023,BDL-L2,1,Acer_saccharum,Sugar_maple,0.051,
28/07/2023,BDL-L2,1,Ulmus_americana,American_elm,0.326,
28/07/2023,BDL-L2,1,Populus_deltoides,Eastern_cottonwood,0.097,
28/07/2023,BDL-L2,1,Populus_deltoides,Eastern_cottonwood,0.063,
28/07/2023,BDL-L2,1,Populus_deltoides,Eastern_cottonwood,0.058,
28/07/2023,BDL-L2,1,Populus_deltoides,Eastern_cottonwood,0.051,
28/07/2023,BDL-L2,1,Acer_saccharinum,Silver_maple,0.137,
28/07/2023,BDL-L2,1,Acer_saccharinum,Silver_maple,0.266,
28/07/2023,BDL-L2,1,Populus_deltoides,Eastern_cottonwood,0.051,
28/07/2023,BDL-L2,1,Acer_saccharum,Sugar_maple,0.309,
28/07/2023,BDL-L2,2,Dead_standing,Dead_standing,0.139,
28/07/2023,BDL-L2,2,Dead_snag,Dead_snag,0.075,
28/07/2023,BDL-L2,2,Dead_snag,Dead_snag,0.095,
28/07/2023,BDL-L2,2,Acer_saccharinum,Silver_maple,0.106,
28/07/2023,BDL-L2,2,Dead_standing,Dead_standing,0.074,
28/07/2023,BDL-L2,2,Acer_saccharinum,Silver_maple,0.296,
28/07/2023,BDL-L2,2,Acer_saccharinum,Silver_maple,0.307,
28/07/2023,BDL-L2,2,Acer_saccharinum,Silver_maple,0.17,
28/07/2023,BDL-L2,2,Dead_standing,Dead_standing,0.165,
28/07/2023,BDL-L2,2,Acer_saccharinum,Silver_maple,0.188,
28/07/2023,BDL-L2,2,Dead_standing,Dead_standing,0.092,
28/07/2023,BDL-L2,2,Dead_standing,Dead_standing,0.177,
28/07/2023,BDL-L2,2,Dead_standing,Dead_standing,0.114,
28/07/2023,BDL-L2,2,Ulmus_americana,American_elm,0.081,
28/07/2023,BDL-L2,2,Rhamnus_cathartica,Common_buckthorn,0.06,
28/07/2023,BDL-L2,2,Acer_saccharum,Sugar_maple,0.117,
28/07/2023,BDL-L2,2,Fraaxinus_pennsylvanica,Green_ash,0.154,
28/07/2023,BDL-L2,2,Acer_saccharinum,Silver_maple,0.494,
28/07/2023,BDL-L2,2,Tilia_americana,Basswood,0.402,
28/07/2023,BDL-L2,2,Rhamnus_cathartica,Common_buckthorn,0.058,
28/07/2023,BDL-L2,2,Acer_saccharinum,Silver_maple,0.407,
28/07/2023,BDL-L2,2,Acer_saccharum,Sugar_maple,0.219,
28/07/2023,BDL-L2,2,Acer_saccharum,Sugar_maple,0.172,Multi-stem (2)
28/07/2023,BDL-L2,2,Acer_saccharum,Sugar_maple,0.096,
28/07/2023,BDL-L2,2,Dead_standing,Dead_standing,0.331,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.226,
28/07/2023,BDL-L2,3,Crataegus_coccinea,Scarlet_hawthorn,0.08,
28/07/2023,BDL-L2,3,Rhamnus_cathartica,Common_buckthorn,0.057,
28/07/2023,BDL-L2,3,Rhamnus_cathartica,Common_buckthorn,0.06,
28/07/2023,BDL-L2,3,Populus_tremuloides,Trembling_aspen,0.072,
28/07/2023,BDL-L2,3,Populus_tremuloides,Trembling_aspen,0.087,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.071,
28/07/2023,BDL-L2,3,Rhamnus_cathartica,Common_buckthorn,0.052,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.081,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.097,
28/07/2023,BDL-L2,3,Populus_tremuloides,Trembling_aspen,0.102,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.098,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.063,
28/07/2023,BDL-L2,3,Rhus_typina,Staghorn_sumac,0.075,
28/07/2023,BDL-L2,3,Populus_tremuloides,Trembling_aspen,0.103,
28/07/2023,BDL-L2,3,Fraxinus_pennsylvanica,Green_ash,0.084,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.1,
28/07/2023,BDL-L2,3,Rhamnus_cathartica,Common_buckthorn,0.086,Multi-stem (2)
28/07/2023,BDL-L2,3,Rhamnus_cathartica,Common_buckthorn,0.097,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.115,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.066,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.094,Multi-stem (2)
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.115,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.135,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.248,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.082,Multi-stem (2)
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.075,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.156,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.082,Multi-stem (2)
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.071,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.078,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.149,
28/07/2023,BDL-L2,3,Dead_standing,Dead_standing,0.442,
28/07/2023,BDL-L2,3,Vitis_riparia,Riverbank_grapevine,0.054,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.073,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.064,
28/07/2023,BDL-L2,4,Dead_standing,Dead_standing,0.097,
28/07/2023,BDL-L2,4,Fraxinus_pennsylvanica,Green_ash,0.099,
28/07/2023,BDL-L2,4,Dead_standing,Dead_standing,0.055,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.073,Multi-stem (2)
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.064,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.088,
28/07/2023,BDL-L2,4,Dead_standing,Dead_standing,0.115,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.083,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.057,
28/07/2023,BDL-L2,4,Fraxinus_pennsylvanica,Green_ash,0.057,
28/07/2023,BDL-L2,4,Vitis_riparia,Riverbank_grapevine,0.058,
28/07/2023,BDL-L2,4,Fraxinus_americana,White_ash,0.104,
28/07/2023,BDL-L2,4,Rhus_typhina,Staghorn_sumac,0.097,
28/07/2023,BDL-L2,4,Dead_standing,Dead_standing,0.167,
28/07/2023,BDL-L2,4,Dead_standing,Dead_standing,0.088,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.075,
28/07/2023,BDL-L2,4,Dead_standing,Dead_standing,0.064,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.07,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.052,
28/07/2023,BDL-L2,4,Dead_snag,Dead_snag,0.069,
28/07/2023,BDL-L2,4,Dead_snag,Dead_snag,0.053,
28/07/2023,BDL-L2,4,Rhamnus_cathartica,Common_buckthorn,0.117,
28/07/2023,BDL-L2,4,Dead_standing,Dead_standing,0.223,
28/07/2023,BDL-S1,1,Rhus_typhina,Staghorn_sumac,0.063,
28/07/2023,BDL-S1,1,Dead_snag,Dead_snag,0.075,
28/07/2023,BDL-S1,1,Dead_snag,Dead_snag,0.118,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.147,
28/07/2023,BDL-S1,1,Fraxinus_pennsylvanica,Green_ash,0.079,
28/07/2023,BDL-S1,1,Fraxinus_pennsylvanica,Green_ash,0.095,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.19,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.07,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.11,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.095,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.055,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.094,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.064,
28/07/2023,BDL-S1,1,Fraxinus_pennsylvanica,Green_ash,0.067,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.096,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.097,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.228,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.067,Multi-stem (2)
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.059,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.065,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.057,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.054,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.063,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.222,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.06,
28/07/2023,BDL-S1,1,Rhus_typhina,Staghorn_sumac,0.077,
28/07/2023,BDL-S1,1,Rhamnus_cathatica,Common_buckthorn,0.074,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.076,
28/07/2023,BDL-S1,1,Dead_snag,Dead_snag,0.057,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.089,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.076,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.077,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.067,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.092,
28/07/2023,BDL-S1,1,Dead_snag,Dead_snag,0.08,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,9.1',
28/07/2023,BDL-S1,1,Dead_snag,Dead_snag,0.067,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.096,
28/07/2023,BDL-S1,1,Dead_standing,Dead_standing,0.06,
28/07/2023,BDL-S1,1,Rhamnus_cathartica,Common_buckthorn,0.054,
28/07/2023,BDL-S1,2,Acer_saccharum,Sugar_maple,0.141,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.071,
28/07/2023,BDL-S1,2,Dead_snag,Dead_snag,0.065,
28/07/2023,BDL-S1,2,Dead_snag,Dead_snag,0.052,
28/07/2023,BDL-S1,2,Rhamnus_cathartica,Common_buckthorn,0.059,
28/07/2023,BDL-S1,2,Rhamnus_cathartica,Common_buckthorn,0.086,
28/07/2023,BDL-S1,2,Rhus_typhina,Staghorn_sumac,0.081,
28/07/2023,BDL-S1,2,Acer_pensylvanicum,Stripped_maple,0.263,Multi-stem(4)
28/07/2023,BDL-S1,2,Acer_pensylvanicum,Stripped_maple,0.261,
28/07/2023,BDL-S1,2,Acer_pensylvanicum,Stripped_maple,0.261,
28/07/2023,BDL-S1,2,Acer_pensylvanicum,Stripped_maple,0.179,
28/07/2023,BDL-S1,2,Rhamnus_cathartica,Common_buckthorn,0.092,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.055,
28/07/2023,BDL-S1,2,Dead_snag,Dead_snag,0.054,
28/07/2023,BDL-S1,2,Dead_snag,Dead_snag,0.058,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.277,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.097,
28/07/2023,BDL-S1,2,Rhamnus_cathartica,Common_buckthorn,0.098,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.112,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.103,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.085,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.157,
28/07/2023,BDL-S1,2,Acer_saccharum,Sugar_maple,0.597,
28/07/2023,BDL-S1,2,Dead_snag,Dead_snag,0.084,
28/07/2023,BDL-S1,2,Acer_nigrum,Black_maple,0.13,Multi-stem (2)
28/07/2023,BDL-S1,2,Acer_nigrum,Black_maple,0.205,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.069,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.124,
28/07/2023,BDL-S1,2,Fraxinus_americana,White_ash,0.071,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.251,
28/07/2023,BDL-S1,2,Rhamnus_cathartica,Common_buckthorn,0.066,
28/07/2023,BDL-S1,2,Rhamnus_cathartica,Common_buckthorn,0.08,
28/07/2023,BDL-S1,2,Dead_standing,Dead_standing,0.187,
28/07/2023,BDL-S1,2,Dead_snag,Dead_snag,0.102,
28/07/2023,BDL-S1,3,Dead_standing,Dead_standing,0.346,
28/07/2023,BDL-S1,3,Rhamnus_cathartica,Common_buckthorn,0.062,
28/07/2023,BDL-S1,3,Dead_snag,Dead_snag,0.323,
28/07/2023,BDL-S1,3,Dead_snag,Dead_snag,0.117,
28/07/2023,BDL-S1,3,Rhamnus_cathartica,Common_buckthorn,0.062,
28/07/2023,BDL-S1,3,Dead_standing,Dead_standing,0.115,
28/07/2023,BDL-S1,3,Dead_standing,Dead_standing,0.057,
28/07/2023,BDL-S1,3,Dead_standing,Dead_standing,0.094,
28/07/2023,BDL-S1,3,Dead_standing,Dead_standing,0.193,
28/07/2023,BDL-S1,3,Rhus_typhina,Staghorn_sumac,0.089,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.564,Multi-stem (2)
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.406,
28/07/2023,BDL-S1,4,Rhamnus_cathartica,Common_buckthorn,0.063,
28/07/2023,BDL-S1,4,Rhamnus_cathartica,Common_buckthorn,0.079,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.064,
28/07/2023,BDL-S1,4,Rhamnus_cathartica,Common_buckthorn,0.069,
28/07/2023,BDL-S1,4,Rhamnus_cathartica,Common_buckthorn,0.06,
28/07/2023,BDL-S1,4,Rhamnus_cathartica,Common_buckthorn,0.086,
28/07/2023,BDL-S1,4,Rhamnus_cathartica,Common_buckthorn,0.067,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.227,Multi-stem (5)
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.146,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.252,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.398,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.206,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.163,
28/07/2023,BDL-S1,4,Acer_saccharum,Sugar_maple,0.128,Multi-stem (2)
28/07/2023,BDL-S1,4,Acer_saccharum,Sugar_maple,0.115,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.075,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.072,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.234,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.211,
28/07/2023,BDL-S1,4,Rhamnus_cathartica,Common_buckthorn,0.068,
28/07/2023,BDL-S1,4,Ulmus_americana,American_elm,0.084,
28/07/2023,BDL-S1,4,Vitis_riparia,Riverbank_grapevine,0.055,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.115,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.327,
28/07/2023,BDL-S1,4,Acer_saccharum,Sugar_maple,0.115,
28/07/2023,BDL-S1,4,Dead_standing,Dead_standing,0.195,
28/07/2023,BDL-S2,1,Rhus_typhina,Staghorn_sumac,0.05,
28/07/2023,BDL-S2,1,Acer_platanoides,Norway_maple,0.322,
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.089,Multi-stem (2)
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.097,
28/07/2023,BDL-S2,2,Tilia_americana,Basswood,0.374,
28/07/2023,BDL-S2,2,Ulmus_americana,American_elm,0.235,
28/07/2023,BDL-S2,2,Tilia_americana,Basswood,0.235,
28/07/2023,BDL-S2,2,Rhamnus_cathartica,Common_buckthorn,0.101,Multi-stem (2)
28/07/2023,BDL-S2,2,Rhamnus_cathartica,Common_buckthorn,0.071,
28/07/2023,BDL-S2,2,Rhamnus_cathartica,Common_buckthorn,0.056,
28/07/2023,BDL-S2,2,Rhamnus_cathartica,Common_buckthorn,0.102,
28/07/2023,BDL-S2,2,Rhamnus_cathartica,Common_buckthorn,0.055,
28/07/2023,BDL-S2,2,Rhamnus_cathartica,Common_buckthorn,0.067,
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.051,Multi-stem (2)
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.081,
28/07/2023,BDL-S2,2,Tilia_americana,Basswood,0.062,
28/07/2023,BDL-S2,2,Lonicera_caerulea,Fly_honeysuckle,0.059,Multi-stem (2)
28/07/2023,BDL-S2,2,Lonicera_caerulea,Fly_honeysuckle,0.062,
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.174,
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.298,
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.203,
28/07/2023,BDL-S2,2,Dead_standing,Dead_standing,0.294,
