Date,ID,Scientific_Name,Common_Name,DBH_Class,Tally,Comments
26/07/2023,STNY_L1_G2_3,Dead_standing,Dead_standing,1_3,1,
26/07/2023,STNY_L1_G2_3,Rhus_typina,Staghorn_sumac,1_3,3,
26/07/2023,STNY_L1_G2_3,Dead_standing,Dead_standing,3_5,1,
26/07/2023,STNY_L1_G2_3,Cornus_sericea,Red_osier_dogwood,lessthan_1,1,
26/07/2023,STNY_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,
26/07/2023,STNY_L1_G3_3,Dead_standing,Dead_standing,3_5,5,
26/07/2023,STNY_L1_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,17,
26/07/2023,STNY_L1_G4_3,Dead_standing,Dead_standing,1_3,2,
26/07/2023,STNY_L1_G4_3,Crataegus_chrysocarpa,Fireberry_hawthorn,1_3,1,
26/07/2023,STNY_L1_G4_3,Dead_vine,Dead_vine,lessthan_1,1,
26/07/2023,STNY_L1_G4_3,Dead_standing,Dead_standing,lessthan_1,1,
26/07/2023,STNY_L1_G4_3,Crataegus_chrysocarpa,Fireberry_hawthorn,lessthan_1,2,
26/07/2023,STNY_L1_G4_3,Dead_vine,Dead_vine,3_5,1,
26/07/2023,STNY_L1_G4_3,NA,NA,NA,0,
26/07/2023,STNY_L1_G4_1,NA,NA,NA,0,
26/07/2023,STNY_L1_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,
26/07/2023,STNY_S2_G1_3,Parthenocissus_quinquefolia,Virginia_creeper,lessthan_1,1,
26/07/2023,STNY_S2_G1_3,Dead_standing,Dead_standing,1_3,1,
26/07/2023,STNY_S2_G1_3,Vitis_riparia,Riverbank_grapevine,1_3,4,
26/07/2023,STNY_S2_G1_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,3,
26/07/2023,STNY_S2_G1_3,Cornus_alternifolia,Pagoda_dogwood,lessthan_1,2,
26/07/2023,STNY_S2_G1_3,Dead_standing,Dead_standing,lessthan_1,2,
26/07/2023,STNY_S2_G1_2,Vitis_riparia,Riverbank_grapevine,lessthan_1,6,
26/07/2023,STNY_S2_G1_2,Parthenocissus_quinquefolia,Virginia_creeper,3_5,1,
26/07/2023,STNY_S2_G1_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,2,
26/07/2023,STNY_S2_G1_2,Parthenocissus_quinquefolia,Virginia_creeper,lessthan_1,1,
26/07/2023,STNY_S2_G1_2,Rhus_typina,Staghorn_sumac,3_5,1,
26/07/2023,STNY_S2_G3_1,Vitis_riparia,Riverbank_grapevine,1_3,1,
26/07/2023,STNY_S2_G3_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,19,
26/07/2023,STNY_S2_G3_2,Lonicera_tatarica,Tatarian_honeysuckle,1_3,2,
26/07/2023,STNY_S2_G3_2,Acer_negundo,Manitoba_maple,lessthan_1,2,
26/07/2023,STNY_S2_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,3,
26/07/2023,STNY_S2_G4_3,Vitis_riparia,Riverbank_grapevine,1_3,2,
26/07/2023,STNY_S2_G4_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,1,
26/07/2023,STNY_S2_G4_3,Rhamnus_cathartica,Common_buckthorn,1_3,1,
26/07/2023,STNY_S2_G4_3,Malus_pumila,Common_apple,1_3,2,
26/07/2023,STNY_S2_G4_2,Dead_standing,Dead_standing,lessthan_1,4,
26/07/2023,STNY_S2_G4_2,Dead_standing,Dead_standing,1_3,3,
26/07/2023,STNY_S2_G4_2,Dead_standing,Dead_standing,3_5,3,
26/07/2023,STNY_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,4,
26/07/2023,STNY_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,2,
26/07/2023,STNY_S2_G2_3,Corylus_americana,Hazelnut,lessthan_1,3,
26/07/2023,STNY_S2_G2_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,
26/07/2023,STNY_S2_G2_3,Dead_standing,Dead_standing,lessthan_1,2,
26/07/2023,STNY_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,1,
26/07/2023,STNY_S2_G2_3,Parthenocissus_quinquefolia,Virginia_creeper,lessthan_1,1,
01/08/2023,TECH_S2_G1_3,Fraxinus_pennsylvanica,Green_ash,lessthan_ 1,4,
01/08/2023,TECH_S2_G1_3,Fraxinus_pennsylvanica,Green_ash,1_3,1,
01/08/2023,TECH_S2_G1_3,Fraxinus_pennsylvanica,Green_ash,3_5,1,
01/08/2023,TECH_S2_G1_3,Dead_standing,Dead_standing,3_5,1,
01/08/2023,TECH_S2_G1_3,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,1,
01/08/2023,TECH_S2_G1_2,Fraxinus_pennsylvanica,Green_ash,lessthan_ 1,4,
01/08/2023,TECH_S2_G1_2,Fraxinus_pennsylvanica,Green_ash,3_5,3,
01/08/2023,TECH_S2_G1_2,Dead_standing,Dead_standing,lessthan_ 1,2,
01/08/2023,TECH_S2_G1_2,Prunus_virginiana,Chokecherry,1_3,2,
01/08/2023,TECH_S2_G1_2,Prunus_virginiana,Chokecherry,3_5,2,
01/08/2023,TECH_S2_G1_1,Populus_canadensis,Canada_Poplar,lessthan_ 1,1,
01/08/2023,TECH_S2_G1_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,6,
01/08/2023,TECH_S2_G1_1,Fraxinus_pennsylvanica,Green_ash,1_3,1,
01/08/2023,TECH_S2_G1_1,Rhamnus_frangula,Glossy_buckthorn,lessthan_ 1,2,
01/08/2023,TECH_S2_G1_1,Rhamnus_frangula,Glossy_buckthorn,1_3,1,
01/08/2023,TECH_S2_G1_1,Dead_standing,Dead_standing,1_3,2,
01/08/2023,TECH_S2_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,4,
01/08/2023,TECH_S2_G1_1,Rhamnus_cathartica,Common_buckthorn,1_3,1,
01/08/2023,TECH_S2_G2_3,Populus_tremuloides,Trembling_aspen,3_5,1,
01/08/2023,TECH_S2_G2_3,Fraxinus_pennsylvanica,Green_ash,1_3,2,
01/08/2023,TECH_S2_G2_2,Dead_standing,Dead_standing,1_3,8,
01/08/2023,TECH_S2_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,6,
01/08/2023,TECH_S2_G2_2,Fraxinus_pennsylvanica,Green_ash,lessthan_ 1,1,
01/08/2023,TECH_S2_G2_1,Dead_standing,Dead_standing,1_3,4,
01/08/2023,TECH_S2_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,3,
01/08/2023,TECH_S2_G2_1,Rhamnus_cathartica,Common_buckthorn,1_3,2,
01/08/2023,TECH_S2_G4_1,Rhus_typhina,Staghorn_sumac,lessthan_ 1,3,
01/08/2023,TECH_S2_G4_1,Populus_deltoides,Eastern_cottonwood,1_3,1,
01/08/2023,TECH_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,7,
01/08/2023,TECH_S2_G4_2,Populus_deltoides,Eastern_cottonwood,3_5,3,
01/08/2023,TECH_S2_G4_2,Dead_standing,Dead_standing,lessthan_1,1,
01/08/2023,TECH_S2_G4_2,Dead_standing,Dead_standing,1_3,2,
01/08/2023,TECH_S2_G4_2,Cornus_alternifolia,Pagota_Dogwood,3_5,1,
01/08/2023,TECH_S2_G4_3,Cornus_sericea,Red_osier_dogwood,lessthan_ 1,13,
01/08/2023,TECH_S2_G4_3,Rhus_typhina,Staghorn_sumac,lessthan_ 1,2,
01/08/2023,TECH_S2_G4_3,Rhus_typhina,Staghorn_sumac,1_3,1,
01/08/2023,TECH_S2_G4_3,Dead_standing,Dead_standing,1_3,2,
01/08/2023,TECH_S2_G3_3,Cornus_sericea,Red_osier_dogwood,lessthan_ 1,5,
01/08/2023,TECH_S2_G3_3,Fraxinus_pennsylvanica,Green_ash,lessthan_ 1,1,
01/08/2023,TECH_L1_G1_3,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,11,
01/08/2023,TECH_L1_G1_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,
01/08/2023,TECH_L1_G1_3,Fraxinus_pennsylvanica,Green_ash,1_3,3,
01/08/2023,TECH_L1_G1_2,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,11,
01/08/2023,TECH_L1_G1_2,Rhamnus_cathartica,Common_buckthorn,1_3,6,
01/08/2023,TECH_L1_G1_2,Rhamnus_cathartica,Common_buckthorn,3_5,2,
01/08/2023,TECH_L1_G1_2,Dead_standing,Dead_standing,lessthan_ 1,1,
01/08/2023,TECH_L1_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,7,
01/08/2023,TECH_L1_G3_3,Rhamnus_frangula,Glossy_buckthorn,lessthan_ 1,7,
01/08/2023,TECH_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,9,
01/08/2023,TECH_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,1_3,1,
01/08/2023,TECH_L1_G3_3,Salix_discolor,Pussy_willow,lessthan_ 1,2,
01/08/2023,TECH_L1_G3_3,Rhus_typhina,Staghorn_sumac,lessthan_ 1,1,
01/08/2023,TECH_L1_G3_3,Rhus_typhina,Staghorn_sumac,1_3,1,
01/08/2023,TECH_L1_G3_3,Dead_standing,Dead_standing,1_3,1,
01/08/2023,TECH_L1_G3_2,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,14,
01/08/2023,TECH_L1_G3_1,NA,NA,NA,0,
01/08/2023,TECH_L1_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,1,
01/08/2023,TECH_L1_G2_1,Rhamnus_cathartica,Common_buckthorn,1_3,2,
01/08/2023,TECH_L1_G2_1,Rhamnus_frangula,Glossy_buckthorn,lessthan_ 1,1,
01/08/2023,TECH_L1_G2_1,Fraxinus_americana,White_ash,lessthan_ 1,1,
01/08/2023,TECH_L1_G2_1,Fraxinus_americana,White_ash,1_3,1,
01/08/2023,TECH_L1_G2_1,Dead_standing,Dead_standing,1_3,2,
01/08/2023,TECH_L1_G2_1,Cornus_alternifolia,Pagoda_Dogwood,1_3,2,
01/08/2023,TECH_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,5,
01/08/2023,TECH_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,1_3,1,
01/08/2023,TECH_L1_G2_2,Dead_standing,Dead_standing,1_3,2,
01/08/2023,TECH_L1_G2_2,Dead_standing,Dead_standing,lessthan_ 1,1,
01/08/2023,TECH_L1_G4_1,Dead_standing,Dead_standing,1_3,1,
01/08/2023,TECH_L1_G4_1,Tilia_americana,American_linden,lessthan_ 1,1,
01/08/2023,TECH_L1_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,4,
01/08/2023,TECH_L1_G4_3,Rhamnus_cathartica,Common_buckthorn,1_3,4,
01/08/2023,TECH_L1_G4_3,Fraxinus_pennsylvanica,Green_ash,lessthan_ 1,1,
01/08/2023,TECH_L1_G4_3,Dead_standing,Dead_standing,1_3,1,
01/08/2023,TECH_L1_G4_3,Lonicera_oblongifolia,Swamp_honeysuckle,lessthan_ 1,1,
01/08/2023,TECH_L1_G2_3,Populus_deltoides,Eastern_cottonwood,1_3,1,
01/08/2023,TECH_L1_G2_3,Rhamnus_frangula,Glossy_buckthorn,lessthan_ 1,17,
01/08/2023,TECH_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,3,
01/08/2023,TECH_L1_G3_3,Rhus_typhina,Staghorn_sumac,lessthan_ 1,5,
01/08/2023,TECH_L1_G3_3,Rhus_typhina,Staghorn_sumac,1_3,1,
01/08/2023,TECH_L1_G3_1,NA,NA,NA,0,
02/08/2023,TECH_L2_G1_3,Salix_discolor,Pussy_willow,lessthan_ 1,33,
02/08/2023,TECH_L2_G2_3,Dead_standing,Dead_standing,1_3,3,
,TECH_L2_G2_1,NA,NA,NA,0,
,TECH_L2_G2_2,NA,NA,NA,0,
02/08/2023,TECH_L2_G2_3,Rhus_typhina,Staghorn_sumac,3_5,2,
02/08/2023,TECH_L2_G2_3,Rhamnus_cathartica,Common_buckthorn,3_5,4,
02/08/2023,TECH_L2_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,6,
02/08/2023,TECH_L2_G1_2,Tilia_americana,American_linden,lessthan_ 1,1,
02/08/2023,TECH_L2_G1_2,Fraxinus_pennsylvanica,Green_ash,lessthan_ 1,1,
02/08/2023,TECH_L2_G1_2,Fraxinus_pennsylvanica,Green_ash,1_3,1,
02/08/2023,TECH_L2_G1_2,Rhamnus_cathartica,Common_buckthorn,1_3,6,
02/08/2023,TECH_L2_G1_2,Salix_discolor,Pussy_willow,lessthan_ 1,2,
02/08/2023,TECH_L2_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,14,
02/08/2023,TECH_L2_G3_3,NA,NA,NA,0,
02/08/2023,TECH_L2_G3_2,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,6,
02/08/2023,TECH_L2_G3_2,Rhus_typhina,Staghorn_sumac,1_3,1,
02/08/2023,TECH_L2_G3_1,Dead_standing,Dead_standing,1_3,1,
02/08/2023,TECH_L2_G3_1,Dead_standing,Dead_standing,3_5,4,
02/08/2023,TECH_L2_G3_1,Ulnus_americana,American_elm,3_5,1,
02/08/2023,TECH_L2_G3_1,Rhus_typhina,Staghorn_sumac,lessthan_ 1,1,
02/08/2023,TECH_L2_G3_1,Rhamnus_cathartica,Common_buckthorn,lessthan_ 1,1,
02/08/2023,TECH_L2_G4_3,NA,NA,NA,0,
31/07/2023,TECH_S2_G1_3,Lonicera_tatarica,Tatarian_honeysuckle,1_3,2,
31/07/2023,TECH_S2_G1_3,Lonicera_tatarica,Tatarian_honeysuckle,3_5,6,Multi-stemmed
31/07/2023,TECH_S2_G1_1,NA,NA,NA,0,
31/07/2023,TECH_S2_G1_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,2,
31/07/2023,TECH_S2_G1_3,Cornus_sericea,Red_osier_dogwood,1_3,3,
31/07/2023,TECH_S2_G1_3,Dead_standing,Dead_standing,lessthan_1,1,
31/07/2023,TECH_S2_G1_3,Fraxinus_pennsylvanica,Green_ash,1_3,1,
31/07/2023,TECH_S2_G1_3,Dead_standing,Dead_standing,1_3,1,
31/07/2023,TECH_S2_G1_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,1,
31/07/2023,TECH_S2_G1_3,Rhamnus_cathartica,Common_buckthorn,1_3,1,
31/07/2023,TECH_S2_G1_2,Dead_standing,Dead_standing,1_3,1,
31/07/2023,TECH_S2_G1_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,6,
31/07/2023,TECH_S2_G1_2,Cornus_alternifolia ,Pagoda_Dogwood,lessthan_1,1,
31/07/2023,TECH_S2_G2_3,Cornus_sericea,Red_osier_dogwood,lessthan_1,15,
31/07/2023,TECH_S2_G2_3,Populus_deltoides,Eastern_cottonwood,1_3,2,
31/07/2023,TECH_S2_G2_3,Populus_deltoides,Eastern_cottonwood,3_5,1,
31/07/2023,TECH_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,2,
31/07/2023,TECH_S2_G2_3,Cornus_sericea,Red_osier_dogwood,1_3,1,
31/07/2023,TECH_S2_G2_3,Dead_standing,Dead_standing,3_5,1,
31/07/2023,TECH_S2_G2_2,Dead_standing,Dead_standing,1_3,2,
31/07/2023,TECH_S2_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,4,
31/07/2023,TECH_S2_G2_1,Fraxinus_pennsylvanica,Green_ash,3_5,1,
31/07/2023,TECH_S2_G2_1,Fraxinus_pennsylvanica,Green_ash,1_3,4,
31/07/2023,TECH_S2_G2_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,2,
31/07/2023,TECH_S2_G2_1,Dead_standing,Dead_standing,lessthan_1,1,
31/07/2023,TECH_S2_G2_1,Rhamnus_frangula,Glossy_buckthorn,1_3,3,
31/07/2023,TECH_S2_G2_1,Cornus_sericea,Red_osier_dogwood,lessthan_1,3,
31/07/2023,TECH_S2_G3_3,Dead_standing,Dead_standing,lessthan_1,2,
31/07/2023,TECH_S2_G3_3,Dead_leaning,Dead_leaning,3_5,1,
31/07/2023,TECH_S2_G3_2,Populus_tremuloides ,Quaking_aspen,lessthan_1,11,
31/07/2023,TECH_S2_G3_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,5,
31/07/2023,TECH_S2_G3_2,Fraxinus_pennsylvanica,Green_ash,1_3,2,
31/07/2023,TECH_S2_G3_2,Populus_tremuloides,Quaking_aspen,1_3,5,
31/07/2023,TECH_S2_G3_2,Rhamnus_frangula,Glossy_buckthorn,lessthan_1,2,
31/07/2023,TECH_S2_G3_2,Rhamnus_cathartica,Common_buckthorn,1_3,4,
31/07/2023,TECH_S2_G3_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,7,
31/07/2023,TECH_S2_G3_1,NA,NA,NA,0,
31/07/2023,TECH_S2_G4_3,Cornus_sericea,Red_osier_dogwood,lessthan_1,14,
31/07/2023,TECH_S2_G4_3,Dead_standing,Dead_standing,1_3,1,
31/07/2023,TECH_S2_G4_2,Rhus_typhina,Staghorn_sumac,lessthan_1,7,
31/07/2023,TECH_S2_G4_2,Cornus_sericea,Red_osier_dogwood,lessthan_1,3,
31/07/2023,TECH_S2_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,5,
31/07/2023,TECH_S2_G4_1,Rhamnus_cathartica,Common_buckthorn,1_3,2,
31/07/2023,TECH_S2_G4_1,Rhamnus_cathartica,Common_buckthorn,3_5,5,
28/07/2023,BDL_L2_G1_3,Rhus_typhina,Staghorn_sumac,lessthan_1,1,
28/07/2023,BDL_L2_G1_3,Lonicera_caerulea,Fly_honeysuckle,3_5,1,
28/07/2023,BDL_L2_G1_3,Lonicer_ caerulea,Fly_honeysuckle,lessthan_1,3,
28/07/2023,BDL_L2_G1_3,Fraxinus_pennsylvanica,Green_ash,5_7,1,
28/07/2023,BDL_L2_G1_3,Fraxinus_pennsylvanica,Green_ash,3_5,2,
28/07/2023,BDL_L2_G1_1,Acer_saccharinum,Silver_maple,lessthan_1,1,
28/07/2023,BDL_L2_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,20,
28/07/2023,BDL_L2_G1_1,Populus_deltoides,Eastern_cottonwood,5_7,1,
28/07/2023,BDL_L2_G1_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,8,
28/07/2023,BDL_L2_G1_1,Fraxinus_pennsylvanica,Green_ash,3_5,3,
28/07/2023,BDL_L2_G1_1,Rhamnus_cathartica,Common_buckthorn,1_3,1,
28/07/2023,BDL_L2_G1_1,Acer_saccharum,Sugar_maple,lessthan_1,1,
28/07/2023,BDL_L2_G1_1,Tilia_americana,Basswood,3_5,1,
28/07/2023,BDL_L2_G1_2,Acer_saccharum,Sugar_maple,1_3,2,
28/07/2023,BDL_L2_G1_2,Acer_saccharum,Sugar_maple,lessthan_1,1,
28/07/2023,BDL_L2_G1_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,4,
28/07/2023,BDL_L2_G1_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,26,
28/07/2023,BDL_L2_G1_2,Tilia_americana,Basswood,lessthan_1,1,
28/07/2023,BDL_L2_G2_3,Dead_standing,Dead_standing,lessthan_1,1,
28/07/2023,BDL_L2_G2_3,Dead_standing,Dead_standing,3_5,2,
28/07/2023,BDL_L2_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,
28/07/2023,BDL_L2_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,1,
28/07/2023,BDL_L2_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,23,
28/07/2023,BDL_L2_G2_2,Acer_saccharum,Sugar_maple,lessthan_1,1,
28/07/2023,BDL_L2_G2_2,Ulmus_americana,American_elm,3_5,1,
28/07/2023,BDL_L2_G2_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,4,
28/07/2023,BDL_L2_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,
28/07/2023,BDL_L2_G2_1,Rhamnus_cathartica,Common buckthorn,3_5,1,
28/07/2023,BDL_L2_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,1,
28/07/2023,BDL_L2_G2_1,Lonicera_sp,Honeysuckle_sp,lessthan_1,1,
28/07/2023,BDL_L2_G2_1,Acer_saccharum,Sugar_maple,3_5,1,
28/07/2023,BDL_L2_G3_3,Fraxinus_pennsylvanica,Green ash,lessthan_1,1,
28/07/2023,BDL_L2_G3_3,Lonicera_caerulea,Fly_honeysuckle,3_5,5,
28/07/2023,BDL_L2_G3_3,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,10,
28/07/2023,BDL_L2_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,2,
