Date,Field_Site,NestID,Scientific_Name,Common_Name,DBH
12/07/2023,Stoneycroft,N90C25STNY10,Rhamnus_cathartica,Common_buckthorn,0.095
12/07/2023,Stoneycroft,N90C25STNY10,Rhamnus_cathartica,Common_buckthorn,0.089
12/07/2023,Stoneycroft,N90C25STNY10,Rhamnus_cathartica,Common_buckthorn,0.088
12/07/2023,Stoneycroft,N90C25STNY10,Rhamnus_cathartica,Common_buckthorn,0.088
12/07/2023,Stoneycroft,N90C25STNY10,Rhamnus_cathartica,Common_buckthorn,0.076
12/07/2023,Stoneycroft,N90C25STNY10,Rhamnus_cathartica,Common_buckthorn,0.127
12/06/2023,Technoparc,N2C1TECH1,Fraxinus_pennsylvanica,Green_ash,0.05
12/06/2023,Technoparc,N2C1TECH1,Rhamnus_cathartica,Common_buckthorn,0.059
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.174
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.199
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.066
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.216
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.124
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.224
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.146
12/06/2023,Technoparc,N2C1TECH1,Populus_deltoides,Eastern_cottonwood,0.199
12/06/2023,Technoparc,N27R13TECH16,NA,NA,NA
12/06/2023,Technoparc,N50C20TECH26,Populus_deltoides,Eastern_cottonwood,0.116
12/06/2023,Technoparc,N50C20TECH26,Populus_deltoides,Eastern_cottonwood,0.1
12/06/2023,Technoparc,N50C20TECH26,Populus_deltoides,Eastern_cottonwood,0.083
12/06/2023,Technoparc,N50C20TECH26,Rhus_typhina,Staghorn_sumac,0.071
12/06/2023,Technoparc,N38R20TECH20,Populus_deltoides,Eastern_cottonwood,0.116
12/06/2023,Technoparc,N38R20TECH20,Populus_deltoides,Eastern_cottonwood,0.107
12/06/2023,Technoparc,N38R20TECH20,Populus_deltoides,Eastern_cottonwood,0.113
12/06/2023,Technoparc,N38R20TECH20,Populus_deltoides,Eastern_cottonwood,0.083
12/06/2023,Technoparc,N38R20TECH20,Populus_deltoides,Eastern_cottonwood,0.063
12/06/2023,Technoparc,N38R20TECH20,Populus_deltoides,Eastern_cottonwood,0.103
12/06/2023,Technoparc,N13R9TECH8,NA,NA,NA
19/06/2023,Technoparc,N8R6TECH5,NA,NA,NA
19/06/2023,Technoparc,N9R7TECH6,Salix_discolor,Pussy_willow,0.068
19/06/2023,Technoparc,N9R7TECH6,Salix_bebbiana,Bebbs_willow,0.07
19/06/2023,Technoparc,N9R7TECH6,Salix_bebbiana,Bebbs_willow,0.073
19/06/2023,Technoparc,N9R7TECH6,Salix_bebbiana,Bebbs_willow,0.116
19/06/2023,Technoparc,N9R7TECH6,Salix_bebbiana,Bebbs_willow,0.098
19/06/2023,Technoparc,N9R7TECH6,Salix_bebbiana,Bebbs_willow,0.094
19/06/2023,Technoparc,N9R7TECH6,Salix_bebbiana,Bebbs_willow,0.064
22/06/2023,Technoparc,N16C6TECH11,Dead_fallen,Dead_fallen,0.062
22/06/2023,Technoparc,N16C6TECH11,Dead_standing,Dead_standing,0.23
22/06/2023,Technoparc,N16C6TECH11,Vitis_riparia,Riverbank_grapevine,0.063
22/06/2023,Technoparc,N16C6TECH11,Rhus_typhina,Staghorn_sumac,0.094
22/06/2023,Technoparc,N16C6TECH11,Rhus_typhina,Staghorn_sumac,0.058
22/06/2023,Technoparc,N16C6TECH11,Rhamnus_cathartica,Common_buckthorn,0.073
22/06/2023,Technoparc,N16C6TECH11,Rhamnus_cathartica,Common_buckthorn,0.121
22/06/2023,Technoparc,N16C6TECH11,Rhus_typhina,Staghorn_sumac,0.055
04/07/2023,Technoparc,N62YW4TECH29,NA,NA,NA
04/07/2023,Technoparc,N69YW7TECH34,Celtis_occidentalis,Northern_hackberry,0.085
06/07/2023,Technoparc,N41R23TECH23,NA,NA,NA
06/07/2023,Technoparc,N42R24TECH24,NA,NA,NA
06/07/2023,Technoparc,N71YW9TECH36,Populus_deltoides,Eastern_cottonwood,0.061
06/07/2023,Technoparc,N71YW9TECH36,Ulmus_americana,American_elm,0.124
06/07/2023,Technoparc,N71YW9TECH36,Ulmus_americana,American_elm,0.084
06/07/2023,Technoparc,N71YW9TECH36,Ulmus_americana,American_elm,0.092
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.091
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.199
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.115
06/07/2023,Technoparc,N43R25TECH25,Dead_standing,Dead_standing,0.073
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.222
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.248
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.132
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.153
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.111
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.069
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.056
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.168
06/07/2023,Technoparc,N43R25TECH25,Populus_deltoides,Eastern_cottonwood,0.078
10/07/2023,Technoparc,N63YW5TECH30,Rhamnus_cathartica,Common_buckthorn,0.059
10/07/2023,Technoparc,N64R33TECH31,Rhamnus_cathartica,Common_buckthorn,0.059
14/07/2023,Technoparc,N66YW6TECH33,NA,NA,NA
14/07/2023,Technoparc,N65R34TECH32,NA,NA,NA
14/07/2023,Technoparc,N5R3TECH2,Populus_deltoides,Eastern_cottonwood,0.214
14/07/2023,Technoparc,N5R3TECH2,Populus_deltoides,Eastern_cottonwood,1
14/07/2023,Technoparc,N5R3TECH2,Populus_deltoides,Eastern_cottonwood,0.114
14/07/2023,Technoparc,N20R11TECH15,NA,NA,NA
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.091
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.091
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.058
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.06
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.07
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.076
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.075
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.065
14/07/2023,Technoparc,N29R15TECH18,Salix_bebbiana,Bebb_willow,0.072
14/07/2023,Technoparc,"N30R16TECH19
",Populus_deltoides,Eastern_cottonwood,0.196
14/07/2023,Technoparc,"N30R16TECH19
",Populus_deltoides,Eastern_cottonwood,0.144
14/07/2023,Technoparc,"N30R16TECH19
",Salix_bebbiana,Bebb_willow,0.075
14/07/2023,Technoparc,"N30R16TECH19
",Populus_deltoides,Eastern_cottonwood,0.091
14/07/2023,Technoparc,N39R21TECH21,Rhamnus_cathartica,Common_buckthorn,0.051
14/07/2023,Technoparc,N39R21TECH21,Populus_deltoides,Eastern_cottonwood,0.168
14/07/2023,Technoparc,N7R5TECH4,Rhamnus_cathartica,Common_buckthorn,0.052
14/07/2023,Technoparc,N7R5TECH4,Ulmus_americana,American_elm,0.088
14/07/2023,Technoparc,N7R5TECH4,Populus_deltoides,Eastern_cottonwood,0.204
14/07/2023,Technoparc,N7R5TECH4,Populus_deltoides,Eastern_cottonwood,0.095
14/07/2023,Technoparc,N7R5TECH4,Populus_deltoides,Eastern_cottonwood,0.138
14/07/2023,Technoparc,N7R5TECH4,Populus_deltoides,Eastern_cottonwood,0.126
14/07/2023,Technoparc,N40R22TECH22,Dead_standing,Dead_standing,0.062
14/07/2023,Technoparc,N40R22TECH22,Rhus_typhina,Staghorn_sumac,0.101
14/07/2023,Technoparc,N40R22TECH22,Rhus_typhina,Staghorn_sumac,0.096
14/07/2023,Technoparc,N40R22TECH22,Rhus_typhina,Staghorn_sumac,0.069
14/07/2023,Technoparc,N40R22TECH22,Dead_standing,Dead_standing,0.069
14/07/2023,Technoparc,N40R22TECH22,Rhus_typhina,Staghorn_sumac,0.091
14/07/2023,Technoparc,N40R22TECH22,Dead_standing,Dead_standing,0.055
14/07/2023,Technoparc,N40R22TECH22,Rhamnus_cathartica,Common_buckthorn,0.066
14/07/2023,Technoparc,N40R22TECH22,Rhamnus_cathartica,Common_buckthorn,0.061
14/07/2023,Technoparc,N77GC6TECH39,Populus_deltoides,Eastern_cottonwood,0.264
14/07/2023,Technoparc,N77GC6TECH39,Rhus_typhina,Staghorn_sumac,0.101
17/07/2023,Technoparc,N79YW13TECH41,NA,NA,NA
17/07/2023,Technoparc,N78R36TECH40,Acer_negundo,Manitoba_maple,0.091
17/07/2023,Technoparc,N78R36TECH40,Acer_negundo,Manitoba_maple,0.111
17/07/2023,Technoparc,N78R36TECH40,Acer_negundo,Manitoba_maple,0.07
17/07/2023,Technoparc,N78R36TECH40,Acer_negundo,Manitoba_maple,0.102
17/07/2023,Technoparc,N78R36TECH40,Acer_negundo,Manitoba_maple,0.121
17/07/2023,Technoparc,N78R36TECH40,Dead_standing,Dead_standing,0.07
17/07/2023,Technoparc,N78R36TECH40,Rhus_typhina,Staghorn_sumac,0.059
17/07/2023,Technoparc,N95YW21TECH45,Robinia_pseudoacacia,Black_locust,0.171
17/07/2023,Technoparc,N88YW17TECH44,NA,NA,NA
17/07/2023,Technoparc,N81R38TECH43,Fraxinus_pennsylvanica,Green_ash,0.051
17/07/2023,Technoparc,N81R38TECH43,Rhus_typhina,Staghorn_sumac,0.063
17/07/2023,Technoparc,N81R38TECH43,Fraxinus_pennsylvanica,Green_ash,0.058
17/07/2023,Technoparc,N81R38TECH43,Dead_standing,Dead_standing,0.134
17/07/2023,Technoparc,N72YW10TECH37,Dead_standing,Dead_standing,NA
17/07/2023,Technoparc,N34C16BDL11,Dead_standing,Dead_standing,0.103
17/07/2023,Technoparc,N34C16BDL11,Fraxinus_pennsylvanica,Green_ash,0.09
17/07/2023,Technoparc,N34C16BDL11,Rhamnus_cathartica,Common_buckthorn,0.094
17/07/2023,Technoparc,N34C16BDL11,Rhamnus_cathartica,Common_buckthorn,0.081
09/06/2023,Bois-de-Liesse,N24C13BDL7,Picea_glauca,White_spruce,0.124
09/06/2023,Bois-de-Liesse,N3C2BDL1,Rhus_typhina,Staghorn_sumac,0.055
09/06/2023,Bois-de-Liesse,N3C2BDL1,Rhus_typhina,Staghorn_sumac,0.054
09/06/2023,Bois-de-Liesse,N3C2BDL1,Dead_standing,Dead_standing,0.166
09/06/2023,Bois-de-Liesse,N3C2BDL1,Rhus_typhina,Staghorn_sumac,0.054
09/06/2023,Bois-de-Liesse,N3C2BDL1,Rhus_typhina,Staghorn_sumac,0.05
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.097
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.07
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.071
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.054
09/06/2023,Bois-de-Liesse,N21C10BDL4,Acer_negundo,Manitoba_maple,0.511
09/06/2023,Bois-de-Liesse,N21C10BDL4,Dead_snag,Dead_snag,0.257
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.075
09/06/2023,Bois-de-Liesse,N21C10BDL4,Dead_snag,Dead_snag,0.057
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.09
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.128
09/06/2023,Bois-de-Liesse,N21C10BDL4,Dead_snag,Dead_snag,0.058
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.135
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.052
09/06/2023,Bois-de-Liesse,N21C10BDL4,Rhamnus_cathartica,Common_buckthorn,0.056
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhus_typhina,Staghorn_sumac,0.075
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhus_typhina,Staghorn_sumac,0.083
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.075
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.081
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.09
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.103
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.054
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.071
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.063
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.057
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.051
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.063
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.091
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.093
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.091
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.094
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.06
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.07
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.061
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.075
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.052
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.075
09/06/2023,Bois-de-Liesse,N52R30BDL17,Dead_standing,Dead_standing,0.095
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.055
09/06/2023,Bois-de-Liesse,N52R30BDL17,Rhamnus_cathartica,Common_buckthorn,0.065
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Rhamnus_cathartica,Common_buckthorn,0.05
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Dead_standing,Dead_standing,0.199
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Dead_standing,Dead_standing,0.062
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Crataegus_chrysocarpa,Fireberry_hawthorn,0.102
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Crataegus_chrysocarpa,Fireberry_hawthorn,0.074
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Crataegus_chrysocarpa,Fireberry_hawthorn,0.063
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Crataegus_chrysocarpa,Fireberry_hawthorn,0.061
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Crataegus_chrysocarpa,Fireberry_hawthorn,0.053
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Crataegus_chrysocarpa,Fireberry_hawthorn,0.129
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Acer_negundo,Manitoba_maple,0.062
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Rhamnus_cathartica,Common_buckthorn,0.054
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Rhamnus_cathartica,Common_buckthorn,0.066
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Rhamnus_cathartica,Common_buckthorn,0.055
12/06/2023,Bois-de-Liesse,N82YW14BDL26,Dead_vine,Dead_vine,0.055
12/06/2023,Bois-de-Liesse,N44R26BDL15,NA,NA,NA
12/06/2023,Bois-de-Liesse,N37C18BDL14,Rhus_typhina,Staghorn_sumac,0.054
12/06/2023,Bois-de-Liesse,N37C18BDL14,Crataegus_pruinosa,Frosted_hawthorn,0.059
12/06/2023,Bois-de-Liesse,N37C18BDL14,Rhamnus_cathartica,Common_buckthorn,0.05
12/06/2023,Bois-de-Liesse,N37C18BDL14,Rhamnus_cathartica,Common_buckthorn,0.062
12/06/2023,Bois-de-Liesse,N37C18BDL14,Rhamnus_cathartica,Common_buckthorn,0.059
12/06/2023,Bois-de-Liesse,N37C18BDL14,Populus_deltoides,Eastern_cottonwood,0.663
12/06/2023,Bois-de-Liesse,N37C18BDL14,Rhamnus_cathartica,Common_buckthorn,0.07
12/06/2023,Bois-de-Liesse,N86GC9BDL30,NA,NA,NA
19/06/2023,Bois-de-Liesse,N10R9BDL2,Rhamus_cathartica,Common_buckthorn,0.056
19/06/2023,Bois-de-Liesse,N10R9BDL2,Malus_sylvestris,Common_apple,0.077
19/06/2023,Bois-de-Liesse,N10R9BDL2,Malus_sylvestris,Common_apple,0.093
19/06/2023,Bois-de-Liesse,N10R9BDL2,Malus_sylvestris,Common_apple,0.062
19/06/2023,Bois-de-Liesse,N10R9BDL2,Rhamus_cathartica,Common_buckthorn,0.061
19/06/2023,Bois-de-Liesse,N11C3BDL3,Rhamus_cathartica,Common_buckthorn,0.059
19/06/2023,Bois-de-Liesse,N11C3BDL3,Dead_standing,Dead_standing,0.06
19/06/2023,Bois-de-Liesse,N11C3BDL3,Dead_standing,Dead_standing,0.052
19/06/2023,Bois-de-Liesse,N11C3BDL3,Fraxinus_pensyvanica,Green_ash,0.076
19/06/2023,Bois-de-Liesse,N11C3BDL3,Dead_standing,Dead_standing,0.06
19/06/2023,Bois-de-Liesse,N55GC2BDL20,NA,NA,NA
04/07/2023,Bois-de-Liesse,N87YW16BDL31,NA,NA,NA
04/07/2023,Bois-de-Liesse,N67C23BDL24,NA,NA,NA
20/07/2023,Bois-de-Liesse,N36C17BDL13,Rhamnus_cathartica,Common_buckthorn,0.074
20/07/2023,Bois-de-Liesse,N36C17BDL13,Rhamnus_cathartica,Common_buckthorn,0.079
20/07/2023,Bois-de-Liesse,N36C17BDL13,Dead_standing,Dead_standing,0.077
20/07/2023,Bois-de-Liesse,N84GC8BDL28,Picea_mariana,Black_spruce,0.053
20/07/2023,Bois-de-Liesse,N85YW15BDL29,Dead_standing,Dead_standing,0.066
20/07/2023,Bois-de-Liesse,N85YW15BDL29,Ulmus_americana,American_elm,0.067
20/07/2023,Bois-de-Liesse,N85YW15BDL29,Dead_standing,Dead_standing,0.064
20/07/2023,Bois-de-Liesse,N85YW15BDL29,Dead_standing,Dead_standing,0.093
20/07/2023,Bois-de-Liesse,N45C19BDL16,Populus_tremuloides,Quaking_aspen,0.053
20/07/2023,Bois-de-Liesse,N54C21BDL19,NA,NA,NA
20/07/2023,Bois-de-Liesse,N83GC7BDL27,NA,NA,NA
20/07/2023,Bois-de-Liesse,N32R17BDL9,Rhamnus_cathartica,Common_buckthorn,0.054
20/07/2023,Bois-de-Liesse,N32R17BDL9,Dead_standing,Dead_standing,0.256
20/07/2023,Bois-de-Liesse,N32R17BDL9,Dead_standing,Dead_standing,0.225
20/07/2023,Bois-de-Liesse,N32R17BDL9,Dead_standing,Dead_standing,0.154
20/07/2023,Bois-de-Liesse,N32R17BDL9,Fraxinus_pensylvannica,Green_ash,0.075
20/07/2023,Bois-de-Liesse,N22C11BDL5,Crataegus_chrysocarpa,Fireberry_hawthorn,0.115
20/07/2023,Bois-de-Liesse,N22C11BDL5,Dead_standing,Dead_standing,0.065
20/07/2023,Bois-de-Liesse,N22C11BDL5,Rhamnus_cathartica,Common_buckthorn,0.059
